id,age,job_type,marital_status,salary,education_level,bad_credit,mortgage,credit_cards,contact_type,contact_month,contact_weekday,contacts,days_since_contact,previous,cust_lifetime_value,subscribed
29514,46,administrative,married,151885,university,no,yes,no,email,aug,thu,1,999,0,7717,0
29515,49,retired,married,64088,high school,no,yes,no,mobile,jul,tue,1,999,0,7072,0
29516,30,services,married,43436,high school,no,no,no,mobile,may,mon,3,999,0,8553,0
29517,29,technician,single,25694,elementary,no,yes,no,mobile,apr,mon,2,999,0,5733,1
29518,66,retired,married,45696,high school,no,unknown,unknown,mobile,mar,tue,3,999,1,8511,1
29519,40,self-employed,married,27721,elementary,no,yes,yes,mobile,apr,mon,4,999,0,8065,1
29520,37,entrepreneur,single,104207,university,no,no,no,mobile,nov,tue,1,999,0,7701,0
29521,47,services,married,59800,high school,no,yes,no,mobile,aug,tue,1,999,0,6449,1
29522,34,technician,married,124401,university,no,yes,no,mobile,may,thu,1,999,0,8011,0
29523,35,self-employed,married,55196,trade school,no,no,no,email,may,fri,2,999,0,8864,0
29524,36,laborer,married,29507,elementary,unknown,yes,no,mobile,jul,thu,1,999,0,8435,0
29525,54,administrative,married,54086,trade school,no,yes,no,mobile,aug,wed,4,999,0,6260,0
29526,35,entrepreneur,single,110811,university,no,no,no,mobile,jul,mon,3,999,0,9417,0
29527,47,laborer,married,33337,elementary,no,yes,no,mobile,apr,thu,1,999,0,9315,0
29528,29,services,married,45320,high school,no,yes,yes,email,jun,fri,4,999,0,5105,1
29529,30,services,married,49945,high school,no,no,no,email,jun,mon,2,999,0,8662,0
29530,42,housekeeping,married,120055,university,no,yes,yes,mobile,aug,thu,3,999,0,8418,1
29531,48,technician,married,22841,elementary,no,no,yes,mobile,jul,thu,3,999,0,7174,1
29532,52,administrative,married,124392,university,no,yes,no,mobile,may,wed,1,999,0,5747,1
29533,44,administrative,married,129517,university,no,no,no,mobile,aug,thu,10,999,0,8026,0
29534,30,laborer,married,27775,elementary,unknown,no,no,email,may,fri,1,999,0,6690,0
29535,51,entrepreneur,married,32309,elementary,unknown,no,no,mobile,jul,fri,2,999,0,8605,0
29536,35,administrative,married,87947,university,no,no,no,email,may,tue,8,999,0,5688,0
29537,30,services,married,62774,high school,no,yes,no,email,jun,tue,5,999,0,5882,0
29538,44,laborer,married,26214,elementary,no,no,no,mobile,jul,tue,2,999,0,7221,0
29539,19,student,single,24581,unknown,no,yes,no,email,apr,tue,3,999,0,6854,1
29540,50,unemployed,married,26697,elementary,unknown,yes,no,mobile,apr,fri,1,999,0,9168,0
29541,27,administrative,single,145354,university,no,no,no,mobile,mar,tue,1,999,0,6887,1
29542,54,management,married,64459,university,no,yes,no,mobile,jul,mon,1,999,0,5852,0
29543,67,retired,married,57096,trade school,no,yes,no,mobile,apr,wed,1,999,0,8716,1
29544,59,technician,married,61304,trade school,no,yes,no,mobile,aug,wed,4,999,0,5112,1
29545,33,technician,married,104151,university,no,yes,no,mobile,jul,thu,4,999,0,6464,0
29546,35,retired,single,29463,elementary,unknown,yes,no,email,jun,fri,3,999,0,5972,0
29547,48,laborer,married,23452,elementary,unknown,yes,no,mobile,apr,thu,2,5,3,7274,1
29548,38,technician,single,30557,elementary,no,no,no,mobile,may,mon,7,999,0,8774,0
29549,59,entrepreneur,divorced,52666,high school,no,no,no,email,may,fri,1,999,0,8272,0
29550,30,administrative,single,47662,high school,no,no,no,email,aug,thu,1,22,1,6519,1
29551,34,administrative,married,76121,university,no,no,yes,mobile,may,mon,2,999,0,5800,1
29552,50,retired,divorced,32217,elementary,unknown,yes,no,mobile,jul,thu,1,999,0,7789,0
29553,49,laborer,married,31931,elementary,no,no,no,email,jun,thu,2,999,0,8131,1
29554,31,services,single,55154,high school,no,no,yes,email,jun,fri,5,999,0,5375,1
29555,35,laborer,married,55610,trade school,no,yes,yes,email,may,wed,2,999,0,5406,1
29556,30,laborer,single,27446,elementary,no,yes,no,mobile,jul,tue,2,999,0,5004,0
29557,48,technician,married,27037,elementary,no,no,no,mobile,jul,thu,5,999,0,6450,0
29558,33,services,married,54454,high school,no,unknown,unknown,mobile,may,fri,1,999,1,8722,0
29559,37,laborer,married,41526,high school,no,yes,no,mobile,may,fri,1,999,1,5959,0
29560,60,retired,married,52342,high school,no,no,no,mobile,apr,thu,1,999,0,6961,1
29561,49,laborer,married,27135,elementary,unknown,no,no,email,jun,thu,1,999,0,5109,0
29562,35,technician,married,121166,university,no,yes,no,mobile,may,mon,1,999,1,5711,0
29563,44,administrative,married,112500,university,no,yes,no,email,may,wed,2,999,0,8988,0
29564,47,management,married,113542,university,no,yes,no,mobile,aug,thu,1,999,0,6059,0
29565,32,laborer,single,39501,high school,no,yes,no,mobile,may,thu,3,999,0,8158,0
29566,30,technician,married,140797,university,no,unknown,unknown,email,jun,mon,1,999,0,6233,0
29567,36,laborer,married,23185,elementary,no,yes,no,email,jun,thu,2,999,0,5498,0
29568,50,management,married,157916,university,no,yes,no,mobile,mar,thu,2,999,0,8215,0
29569,51,administrative,married,48690,high school,no,no,no,mobile,aug,wed,2,999,0,6139,0
29570,37,administrative,married,57479,high school,no,unknown,unknown,mobile,jul,thu,3,999,0,5276,0
29571,33,technician,single,51641,trade school,no,no,no,mobile,nov,tue,2,999,0,8418,0
29572,30,administrative,married,83328,university,no,no,no,mobile,nov,tue,1,999,0,6180,0
29573,54,laborer,married,30536,elementary,unknown,no,yes,email,may,thu,2,999,0,7470,1
29574,39,administrative,married,127939,university,no,yes,yes,mobile,aug,tue,1,999,0,6290,1
29575,34,administrative,single,144987,university,no,no,no,mobile,may,mon,5,999,0,6330,0
29576,52,housekeeping,married,30703,elementary,no,yes,no,mobile,aug,wed,24,999,0,9012,0
29577,53,technician,married,52730,trade school,unknown,yes,yes,mobile,jul,fri,2,999,0,8873,1
29578,31,technician,married,53420,trade school,no,no,no,mobile,aug,mon,1,999,0,6841,0
29579,45,self-employed,married,24092,elementary,no,yes,yes,mobile,aug,thu,1,999,0,8500,1
29580,51,administrative,married,33581,elementary,unknown,no,no,mobile,may,tue,1,999,0,6992,0
29581,42,laborer,married,30228,elementary,no,no,no,mobile,may,wed,3,999,0,8336,0
29582,43,laborer,married,31542,elementary,unknown,yes,no,email,jun,mon,1,999,0,5242,0
29583,27,services,single,37667,high school,unknown,no,no,mobile,jul,tue,4,999,0,5395,1
29584,29,administrative,single,111700,university,no,yes,yes,mobile,may,tue,1,999,2,6027,1
29585,30,technician,married,59642,trade school,no,yes,no,mobile,mar,tue,1,999,1,6754,0
29586,50,laborer,married,37238,high school,unknown,no,no,mobile,apr,thu,1,999,0,8692,0
29587,27,technician,single,28331,elementary,no,no,yes,mobile,apr,wed,2,999,0,7386,1
29588,52,technician,married,32473,elementary,no,yes,no,email,may,thu,2,999,0,8158,0
29589,59,administrative,divorced,45793,high school,unknown,no,yes,mobile,jul,mon,3,999,0,7500,1
29590,32,technician,divorced,58681,high school,no,no,no,mobile,aug,fri,2,999,0,8870,0
29591,30,laborer,single,22627,elementary,no,no,no,mobile,may,fri,4,999,1,8589,0
29592,34,entrepreneur,married,138984,university,no,yes,yes,mobile,apr,fri,1,999,0,6158,1
29593,31,student,single,83833,university,no,yes,no,mobile,jul,thu,1,999,0,6911,0
29594,40,services,married,42551,high school,no,no,no,mobile,apr,mon,3,999,1,7443,0
29595,30,services,married,22147,unknown,unknown,no,no,email,jun,wed,2,999,0,6562,0
29596,31,technician,single,61162,trade school,no,no,no,mobile,aug,mon,10,999,0,9488,0
29597,32,housekeeping,married,50456,high school,no,yes,yes,email,jun,fri,2,999,0,8636,1
29598,53,technician,single,51568,trade school,unknown,no,no,mobile,may,tue,2,999,1,8336,0
29599,54,services,married,23244,elementary,unknown,yes,no,mobile,jul,thu,2,999,0,7424,0
29600,39,self-employed,married,39418,high school,no,no,no,mobile,may,mon,8,999,0,9384,0
29601,53,administrative,married,101719,university,no,no,no,email,jun,mon,19,999,0,7783,0
29602,46,laborer,married,52566,trade school,no,no,no,mobile,aug,thu,5,999,0,5184,0
29603,41,administrative,single,64541,high school,no,no,no,mobile,may,mon,4,999,1,7613,0
29604,34,services,married,64991,high school,no,no,no,email,jun,thu,1,999,0,6389,0
29605,37,technician,single,79324,university,no,yes,no,mobile,may,tue,1,999,1,5498,0
29606,35,technician,married,58490,trade school,no,yes,yes,mobile,may,wed,1,999,1,6300,1
29607,38,services,divorced,44836,high school,unknown,no,no,mobile,apr,tue,1,999,1,5332,0
29608,54,laborer,single,30762,elementary,no,yes,no,mobile,apr,fri,1,999,0,5127,0
29609,40,administrative,single,54690,high school,no,yes,no,mobile,jun,tue,1,999,0,8685,1
29610,75,retired,married,22101,elementary,no,no,yes,mobile,aug,fri,1,999,0,5972,1
29611,46,laborer,married,24894,elementary,no,no,no,email,may,fri,1,999,0,7071,0
29612,49,laborer,married,26768,elementary,no,no,yes,email,jul,mon,15,999,0,7284,1
29613,29,management,married,90134,university,no,no,yes,mobile,aug,wed,2,999,0,5545,1
29614,38,administrative,unknown,62977,university,no,no,no,mobile,apr,mon,1,999,0,9350,0
29615,48,laborer,married,29688,elementary,no,yes,no,mobile,jul,wed,1,999,0,6566,0
29616,47,administrative,married,88499,university,unknown,no,no,email,may,fri,3,999,0,7089,0
29617,47,services,single,54193,high school,no,yes,no,mobile,may,mon,3,999,0,6126,0
29618,45,administrative,married,32860,unknown,unknown,no,no,mobile,jul,thu,1,999,0,7657,0
29619,49,administrative,married,36600,high school,unknown,no,no,mobile,apr,mon,1,6,1,5522,1
29620,27,administrative,single,98262,university,no,yes,no,mobile,jul,thu,4,999,0,8580,0
29621,53,self-employed,married,33909,elementary,no,no,no,email,may,thu,2,999,0,8881,0
29622,47,laborer,married,23276,elementary,unknown,no,no,email,jun,mon,1,999,0,5990,0
29623,46,management,married,123231,university,no,no,no,mobile,aug,wed,1,999,0,5664,0
29624,37,unemployed,married,24598,elementary,no,yes,yes,mobile,may,fri,4,999,0,9422,1
29625,32,student,single,26152,unknown,no,no,yes,mobile,may,mon,2,999,0,6897,1
29626,44,services,married,56441,high school,no,no,no,email,may,fri,3,999,0,9032,0
29627,38,administrative,single,45190,high school,no,yes,no,mobile,apr,fri,2,999,1,5149,0
29628,25,technician,single,64885,university,no,unknown,unknown,email,may,tue,3,999,0,5225,0
29629,30,services,single,26413,elementary,no,yes,no,mobile,jul,wed,3,999,0,7157,0
29630,30,self-employed,single,71298,university,no,no,no,email,jun,wed,3,999,0,8487,0
29631,25,laborer,single,34530,elementary,no,yes,no,mobile,may,thu,1,999,0,6781,0
29632,50,management,married,47782,high school,unknown,no,no,email,may,tue,1,999,0,6602,0
29633,42,services,married,117180,university,no,no,no,mobile,apr,mon,2,999,0,9427,0
29634,30,student,single,55375,trade school,no,no,no,mobile,sep,tue,1,999,2,6611,0
29635,51,housekeeping,divorced,45065,high school,no,yes,no,mobile,jul,thu,3,999,0,6817,0
29636,28,laborer,married,28105,elementary,no,no,no,mobile,may,mon,3,999,0,6494,0
29637,29,administrative,married,95785,university,no,yes,no,mobile,jul,mon,3,999,0,6334,1
29638,34,technician,single,84762,university,no,no,no,mobile,sep,fri,3,999,1,7296,1
29639,30,laborer,single,28716,unknown,no,yes,yes,email,may,mon,1,999,0,6042,1
29640,35,technician,married,60024,trade school,no,no,yes,email,may,thu,2,999,0,6571,1
29641,35,administrative,married,153628,university,unknown,yes,yes,mobile,aug,wed,1,999,0,6307,1
29642,28,administrative,married,50347,high school,no,no,no,mobile,may,wed,2,999,0,7618,0
29643,33,technician,married,46815,trade school,no,yes,no,email,jun,thu,1,999,0,6202,0
29644,42,laborer,divorced,30186,elementary,no,no,no,email,may,fri,1,999,0,7055,0
29645,49,laborer,married,29015,elementary,unknown,no,no,mobile,aug,thu,1,999,0,8583,0
29646,37,services,married,41508,high school,no,unknown,unknown,email,jun,fri,3,999,0,8269,0
29647,30,services,married,53867,high school,no,no,no,mobile,jul,thu,1,999,0,8310,0
29648,37,administrative,divorced,82668,university,no,yes,no,email,may,wed,1,999,0,7178,0
29649,44,unemployed,married,28703,elementary,no,yes,no,email,may,mon,4,999,0,8147,0
29650,33,unemployed,married,136980,university,no,yes,no,mobile,aug,fri,8,999,0,8933,0
29651,48,administrative,married,73452,university,no,yes,yes,mobile,aug,wed,1,0,3,7988,1
29652,36,administrative,married,115275,university,no,yes,no,mobile,may,wed,2,999,0,6186,0
29653,36,laborer,married,26452,elementary,no,no,no,mobile,may,mon,1,999,0,7866,0
29654,44,administrative,divorced,39962,high school,no,yes,yes,email,jun,fri,4,999,0,7624,1
29655,36,administrative,married,66421,university,no,yes,no,mobile,oct,thu,1,999,0,7213,0
29656,40,technician,married,25842,elementary,no,no,yes,email,may,tue,1,999,0,9169,1
29657,25,student,single,50723,high school,no,yes,no,email,jun,tue,1,999,0,7021,0
29658,39,technician,married,58516,trade school,unknown,yes,no,mobile,aug,wed,2,999,0,6756,0
29659,78,retired,married,23236,unknown,no,no,no,mobile,mar,thu,1,6,2,8764,1
29660,32,student,single,143167,university,no,yes,no,mobile,nov,tue,2,999,0,6459,0
29661,46,administrative,single,67541,university,no,unknown,unknown,mobile,aug,wed,5,999,0,6662,0
29662,46,laborer,married,32171,elementary,unknown,yes,no,mobile,aug,tue,1,999,0,5645,1
29663,65,administrative,married,153913,university,no,yes,no,mobile,may,fri,3,999,1,8704,1
29664,33,administrative,single,147013,university,no,yes,yes,email,jun,wed,1,999,0,5020,1
29665,23,laborer,single,34711,elementary,no,yes,no,mobile,may,mon,1,999,0,6331,1
29666,33,administrative,married,129208,university,no,yes,no,mobile,aug,wed,2,999,0,7014,0
29667,49,services,divorced,24971,elementary,no,yes,no,email,may,tue,1,999,0,7789,0
29668,23,administrative,single,156563,university,no,no,yes,mobile,apr,wed,5,999,0,5631,1
29669,72,retired,divorced,105827,university,no,no,no,mobile,aug,mon,16,999,1,6434,0
29670,42,services,married,22288,elementary,no,no,no,email,jun,wed,1,999,0,6886,0
29671,37,technician,single,66966,university,unknown,yes,no,mobile,jul,wed,2,999,0,7292,0
29672,45,administrative,married,38409,high school,no,yes,no,email,may,thu,4,999,0,8332,0
29673,27,services,single,52914,high school,no,yes,no,mobile,jul,thu,2,999,0,5805,0
29674,31,administrative,single,100874,university,no,yes,no,mobile,nov,wed,1,2,5,5702,1
29675,36,entrepreneur,married,150406,university,no,yes,no,email,jun,wed,1,999,0,9367,0
29676,76,retired,married,121036,university,no,yes,no,mobile,aug,thu,2,6,3,7740,1
29677,50,housekeeping,divorced,32875,elementary,unknown,yes,yes,email,may,tue,1,999,0,6678,1
29678,50,laborer,married,30430,elementary,unknown,yes,no,mobile,jul,tue,3,999,0,6654,0
29679,38,laborer,married,34185,unknown,no,yes,no,email,may,fri,2,999,0,9057,0
29680,57,technician,married,132322,university,no,yes,no,mobile,apr,thu,1,999,0,6775,1
29681,51,laborer,married,34432,elementary,unknown,no,no,mobile,aug,fri,2,999,0,7944,0
29682,37,administrative,single,42888,high school,no,yes,no,email,may,fri,6,999,1,6983,0
29683,60,unemployed,married,46768,high school,no,yes,no,mobile,apr,thu,2,2,1,6590,1
29684,49,laborer,married,27673,elementary,unknown,no,no,email,jun,mon,2,999,0,8232,0
29685,35,management,divorced,66968,university,no,no,no,mobile,aug,mon,3,999,0,6653,1
29686,24,student,single,53040,high school,no,yes,no,mobile,aug,fri,1,999,0,9138,1
29687,36,administrative,married,153210,university,unknown,yes,yes,mobile,aug,fri,1,999,0,7335,1
29688,28,unemployed,single,61520,high school,no,no,no,mobile,apr,mon,1,999,0,5895,1
29689,36,administrative,single,123736,university,no,yes,no,mobile,may,mon,1,999,1,5116,0
29690,43,technician,single,154253,university,no,yes,no,email,jun,mon,4,999,0,9202,0
29691,57,administrative,single,41465,high school,unknown,yes,no,email,jul,thu,6,999,0,6934,0
29692,44,administrative,married,143329,university,no,no,no,mobile,aug,mon,5,999,0,7728,0
29693,43,services,married,35123,high school,no,yes,yes,email,jul,mon,8,999,0,8628,1
29694,56,laborer,married,34769,elementary,unknown,yes,no,mobile,jul,fri,3,999,0,6422,0
29695,56,laborer,married,23852,elementary,unknown,yes,yes,email,may,mon,2,999,0,8272,1
29696,41,technician,married,58950,trade school,no,no,no,mobile,mar,fri,2,999,0,8473,1
29697,27,laborer,married,26831,elementary,no,no,yes,email,may,wed,1,999,0,9322,1
29698,21,administrative,single,93141,university,no,yes,no,mobile,aug,mon,2,4,1,5615,1
29699,29,technician,married,107833,university,no,yes,no,email,may,fri,3,999,0,6694,0
29700,57,laborer,married,22483,elementary,no,no,no,mobile,apr,tue,1,999,0,6070,0
29701,33,laborer,married,33755,unknown,no,yes,no,mobile,jul,mon,2,999,0,6709,0
29702,27,administrative,divorced,51907,high school,no,no,no,email,jun,thu,1,999,0,5954,0
29703,42,technician,single,34706,unknown,no,no,no,email,may,tue,1,999,0,6806,0
29704,27,administrative,single,49073,high school,no,yes,no,mobile,may,fri,2,999,0,6768,1
29705,53,services,divorced,24256,elementary,no,yes,no,mobile,jul,fri,2,999,0,6693,0
29706,43,housekeeping,divorced,32893,elementary,no,yes,no,mobile,jul,tue,5,999,0,7466,0
29707,47,technician,divorced,47301,trade school,no,yes,no,email,jun,thu,1,999,0,5681,0
29708,45,laborer,married,29641,elementary,no,yes,no,mobile,jul,wed,1,999,0,5745,0
29709,46,unemployed,divorced,30501,elementary,no,no,no,mobile,nov,fri,3,3,1,6577,1
29710,33,laborer,married,31870,elementary,no,no,no,email,jun,tue,7,999,0,8553,0
29711,32,technician,married,77822,university,no,no,no,mobile,sep,wed,3,999,0,8617,0
29712,30,laborer,married,24564,elementary,no,no,no,email,may,mon,4,999,0,9133,0
29713,37,technician,single,53578,trade school,no,no,no,email,may,fri,1,999,0,9184,0
29714,47,management,married,89749,university,no,yes,no,mobile,sep,mon,1,3,2,7592,1
29715,49,administrative,married,74597,university,unknown,no,no,mobile,jul,mon,3,999,0,8397,0
29716,41,administrative,divorced,71041,university,no,no,no,mobile,aug,mon,4,999,0,6647,0
29717,29,technician,married,60814,trade school,no,no,no,mobile,jul,wed,2,999,0,5045,0
29718,41,management,married,143345,university,unknown,yes,no,email,may,wed,8,999,0,6618,0
29719,38,laborer,married,25774,elementary,no,yes,no,mobile,jun,fri,1,999,2,6439,0
29720,27,laborer,single,30426,elementary,no,yes,no,mobile,jul,thu,1,999,0,5530,0
29721,53,unemployed,divorced,28273,elementary,unknown,no,no,email,may,thu,2,999,0,6918,0
29722,45,self-employed,divorced,110870,university,no,yes,yes,email,jun,mon,1,999,0,6147,1
29723,43,administrative,married,62221,university,no,yes,no,mobile,aug,wed,3,999,0,6932,0
29724,39,technician,married,28282,unknown,no,yes,no,mobile,jul,wed,1,999,0,7893,0
29725,53,laborer,divorced,27643,elementary,no,yes,no,mobile,nov,wed,5,999,0,6321,0
29726,36,administrative,married,61946,high school,no,yes,yes,email,jun,wed,1,999,0,6348,1
29727,53,management,married,121823,university,no,yes,no,mobile,aug,tue,3,999,0,8047,1
29728,34,services,married,59983,high school,no,yes,no,mobile,may,fri,3,999,1,5933,0
29729,39,management,single,109879,university,no,yes,no,mobile,may,tue,1,999,1,8276,0
29730,56,laborer,married,25936,elementary,unknown,no,no,email,may,thu,2,999,0,8124,0
29731,42,entrepreneur,married,37067,high school,no,yes,no,email,may,fri,1,999,0,8071,0
29732,37,administrative,married,23861,elementary,no,yes,no,mobile,may,tue,2,999,1,6423,0
29733,49,administrative,single,102417,university,no,no,no,mobile,apr,thu,1,999,0,9166,0
29734,20,student,single,44357,high school,no,no,no,mobile,aug,thu,2,999,0,9470,0
29735,33,laborer,single,22452,elementary,unknown,no,no,mobile,may,thu,2,999,0,8043,0
29736,40,services,married,33987,elementary,unknown,no,no,mobile,may,fri,1,999,0,6910,0
29737,30,technician,married,51891,high school,unknown,yes,no,mobile,may,thu,3,999,0,6731,0
29738,32,laborer,married,26378,elementary,no,yes,no,mobile,may,fri,5,999,0,6248,0
29739,31,technician,single,52155,trade school,no,yes,yes,mobile,may,wed,2,999,0,6720,1
29740,33,administrative,married,113645,university,no,yes,no,mobile,aug,wed,4,999,0,7913,0
29741,38,self-employed,married,24033,elementary,unknown,yes,no,mobile,aug,fri,1,999,0,8742,0
29742,31,services,married,37696,high school,no,no,no,mobile,nov,thu,5,999,0,5796,0
29743,30,administrative,single,80014,university,no,no,no,mobile,aug,tue,1,999,0,8326,1
29744,41,administrative,divorced,100513,university,unknown,no,no,mobile,aug,thu,2,999,0,9264,0
29745,51,administrative,married,157851,university,unknown,yes,no,mobile,aug,tue,2,999,0,9196,0
29746,58,administrative,married,105294,university,no,no,yes,email,may,fri,1,999,0,5228,1
29747,39,administrative,married,95284,university,no,yes,no,email,may,mon,6,999,0,7868,0
29748,39,laborer,married,34175,elementary,unknown,yes,no,email,jun,wed,3,999,0,8848,0
29749,35,administrative,single,138973,university,no,no,no,mobile,nov,fri,2,999,0,5298,0
29750,58,retired,married,56763,trade school,no,no,no,mobile,nov,mon,1,999,0,5212,0
29751,57,laborer,married,24836,elementary,unknown,no,no,mobile,jul,fri,3,999,0,6632,0
29752,40,unemployed,married,54307,trade school,no,yes,no,mobile,may,thu,1,999,0,8443,0
29753,55,retired,married,34687,elementary,unknown,unknown,unknown,mobile,jul,wed,1,999,0,6261,0
29754,42,administrative,married,132095,university,no,no,no,mobile,aug,wed,2,999,0,8600,0
29755,39,administrative,married,86018,university,no,no,no,mobile,sep,mon,2,999,0,7230,0
29756,46,technician,married,47056,trade school,no,no,yes,email,jun,fri,3,999,0,8959,1
29757,31,services,single,40330,high school,no,yes,no,mobile,jul,thu,3,999,0,6966,0
29758,43,services,married,61034,trade school,no,yes,no,mobile,jul,mon,1,999,0,7314,0
29759,32,administrative,single,35428,high school,no,no,no,mobile,nov,thu,2,999,0,6502,0
29760,43,technician,married,51841,trade school,no,yes,no,email,may,wed,3,999,0,7227,0
29761,49,administrative,married,127238,university,no,yes,yes,email,may,mon,1,999,0,7372,1
29762,44,laborer,married,24149,elementary,no,no,no,mobile,may,wed,1,999,1,7600,0
29763,26,administrative,married,53415,high school,no,yes,no,mobile,apr,mon,1,999,0,9228,0
29764,55,administrative,divorced,89882,university,no,yes,no,mobile,nov,mon,2,999,0,9387,0
29765,36,laborer,married,22768,unknown,no,no,no,mobile,apr,fri,2,999,0,8723,0
29766,53,administrative,divorced,68738,university,no,yes,no,mobile,aug,mon,2,999,0,8086,0
29767,37,unemployed,single,131110,university,no,yes,yes,mobile,nov,tue,1,999,0,9359,1
29768,33,services,single,59199,high school,no,yes,yes,mobile,nov,wed,1,999,0,6129,1
29769,32,administrative,single,116265,university,no,yes,no,email,jun,tue,2,999,0,8900,0
29770,31,laborer,married,30581,elementary,no,no,no,mobile,may,thu,1,999,0,7970,0
29771,41,management,married,134146,university,no,yes,no,mobile,may,fri,1,999,0,5977,0
29772,44,administrative,divorced,60516,university,unknown,yes,no,email,may,fri,1,999,0,7549,0
29773,40,management,married,60058,university,no,no,no,mobile,aug,fri,3,999,0,5730,0
29774,37,laborer,single,22446,unknown,unknown,no,yes,email,jun,fri,11,999,0,8772,1
29775,59,retired,married,41357,high school,unknown,no,no,email,may,wed,2,999,0,8072,0
29776,60,retired,married,37479,high school,no,no,no,mobile,aug,tue,1,4,1,5394,1
29777,47,management,married,135708,university,no,yes,no,mobile,aug,tue,8,999,0,7050,0
29778,39,retired,single,23370,elementary,unknown,yes,no,mobile,may,wed,1,999,0,8129,0
29779,41,services,married,34545,unknown,no,yes,yes,mobile,nov,thu,1,999,0,8719,1
29780,31,services,single,48708,high school,no,unknown,unknown,email,may,mon,6,999,0,9177,0
29781,29,administrative,single,119041,university,no,yes,no,mobile,mar,mon,1,3,3,7429,1
29782,59,laborer,married,28061,elementary,unknown,no,no,email,jun,wed,1,999,0,8413,0
29783,38,management,divorced,64479,high school,no,yes,no,email,nov,thu,3,999,0,5280,0
29784,43,laborer,divorced,34447,elementary,no,yes,no,mobile,jul,tue,2,999,0,6047,0
29785,41,services,married,60302,trade school,no,yes,yes,mobile,jul,fri,2,999,0,8398,1
29786,39,laborer,married,27522,elementary,unknown,unknown,unknown,email,jun,mon,2,999,0,8316,0
29787,37,management,married,138231,university,no,no,no,mobile,apr,mon,1,999,0,8625,0
29788,38,laborer,married,22035,elementary,no,yes,no,email,may,mon,2,999,0,5772,0
29789,33,administrative,married,27746,elementary,no,no,no,email,may,mon,1,999,0,7179,0
29790,59,retired,divorced,58176,trade school,no,no,no,email,may,mon,1,999,0,5703,0
29791,42,housekeeping,married,35681,high school,no,yes,no,mobile,aug,tue,1,999,0,6678,0
29792,39,services,single,35199,high school,no,yes,no,mobile,apr,thu,3,999,1,6047,0
29793,37,self-employed,married,52064,trade school,no,yes,no,mobile,aug,wed,3,999,0,8204,0
29794,34,services,married,63923,high school,unknown,no,no,mobile,may,tue,5,999,0,8655,0
29795,49,administrative,divorced,38719,high school,no,yes,no,email,may,wed,3,999,0,5382,0
29796,45,administrative,married,29977,unknown,no,no,no,email,jun,tue,6,999,0,5201,0
29797,23,laborer,single,24964,elementary,no,yes,no,mobile,jul,thu,5,999,1,6090,1
29798,35,services,married,133104,university,no,yes,no,mobile,aug,thu,1,999,0,5411,0
29799,36,technician,married,52734,trade school,no,yes,no,mobile,may,wed,1,10,1,5629,1
29800,41,administrative,married,45104,high school,no,yes,yes,mobile,apr,mon,1,999,0,7557,1
29801,28,administrative,married,60290,high school,no,yes,no,mobile,jul,thu,3,999,0,9247,0
29802,49,self-employed,married,60434,trade school,no,yes,no,email,may,tue,1,999,0,8392,0
29803,43,laborer,married,26588,elementary,unknown,yes,no,mobile,jul,fri,6,999,0,6185,0
29804,27,laborer,married,22452,elementary,unknown,no,no,email,may,mon,3,999,0,7012,0
29805,53,administrative,divorced,104630,university,no,unknown,unknown,mobile,aug,fri,10,999,0,6442,0
29806,29,self-employed,married,70910,university,no,yes,yes,mobile,nov,fri,1,999,0,6625,1
29807,30,services,single,53136,high school,no,yes,no,email,may,wed,2,999,0,9246,0
29808,55,laborer,divorced,27677,elementary,no,yes,no,mobile,jul,tue,3,999,0,5160,0
29809,52,management,divorced,143173,university,no,yes,no,mobile,nov,mon,2,999,1,7948,0
29810,58,self-employed,married,106459,university,no,no,no,mobile,aug,tue,4,6,3,6032,1
29811,40,laborer,married,25816,elementary,no,yes,no,mobile,may,thu,2,999,0,7180,0
29812,55,retired,married,64365,high school,no,yes,yes,mobile,jun,fri,2,999,0,6721,1
29813,40,technician,single,130133,university,no,no,no,email,may,tue,3,999,0,7536,0
29814,30,administrative,married,79998,university,no,unknown,unknown,mobile,aug,thu,5,999,0,9452,0
29815,51,retired,married,25366,elementary,no,no,no,mobile,jul,fri,2,999,0,8961,0
29816,45,administrative,divorced,97309,university,no,yes,no,mobile,aug,thu,3,999,1,6061,0
29817,32,administrative,single,90514,university,no,no,no,mobile,aug,tue,1,999,0,8360,1
29818,55,retired,married,48656,high school,unknown,yes,no,mobile,apr,fri,2,999,1,5468,0
29819,60,retired,divorced,42681,high school,unknown,yes,no,email,may,wed,4,999,0,9458,0
29820,25,services,married,54979,high school,no,no,no,mobile,jul,tue,2,999,0,8863,1
29821,30,laborer,single,34547,elementary,no,yes,no,email,may,tue,1,999,0,5123,0
29822,57,retired,married,62176,high school,no,no,no,mobile,nov,tue,2,999,1,7740,0
29823,37,administrative,single,42894,high school,no,no,no,mobile,may,wed,2,999,0,7246,0
29824,34,technician,married,58656,trade school,unknown,yes,no,email,may,wed,2,999,0,7229,0
29825,37,technician,married,55538,trade school,no,yes,no,email,may,tue,2,999,0,7311,0
29826,34,services,married,49660,high school,unknown,no,no,email,may,wed,1,999,0,6134,0
29827,41,services,divorced,27827,elementary,no,no,no,email,jun,thu,1,999,0,9260,0
